Timestamp,CPU_Percent,Memory_Value,Memory_Unit,API_Phase
2025-04-03T16:13:25.098Z,52.20,703.80,MiB,DURING
2025-04-03T16:13:26.099Z,57.26,581.60,MiB,DURING
2025-04-03T16:13:27.100Z,15.88,584.50,MiB,DURING
2025-04-03T16:13:28.100Z,10.07,592.50,MiB,DURING
2025-04-03T16:13:29.100Z,12.75,624.90,MiB,DURING
2025-04-03T16:13:30.101Z,21.18,609.90,MiB,DURING
2025-04-03T16:13:31.100Z,31.45,617.60,MiB,DURING
2025-04-03T16:13:32.100Z,16.32,630.50,MiB,DURING
2025-04-03T16:13:33.100Z,40.61,676.50,MiB,DURING
2025-04-03T16:13:34.100Z,54.04,592.90,MiB,DURING
2025-04-03T16:13:35.100Z,8.04,586.40,MiB,DURING
2025-04-03T16:13:36.100Z,3.28,581.60,MiB,DURING
2025-04-03T16:13:37.100Z,48.35,592.60,MiB,DURING
2025-04-03T16:13:38.101Z,12.65,585.20,MiB,DURING
2025-04-03T16:13:39.101Z,2.94,589.40,MiB,DURING
2025-04-03T16:13:40.101Z,48.71,587.90,MiB,DURING
2025-04-03T16:13:41.102Z,15.88,593.30,MiB,DURING
2025-04-03T16:13:42.103Z,2.41,571.50,MiB,DURING
2025-04-03T16:13:43.104Z,26.81,587.20,MiB,DURING
2025-04-03T16:13:44.104Z,18.05,594.90,MiB,DURING
2025-04-03T16:13:45.104Z,6.12,605.80,MiB,DURING
2025-04-03T16:13:46.104Z,31.48,651.90,MiB,DURING
2025-04-03T16:13:47.105Z,17.03,596.60,MiB,DURING
